"Species","GeneID","Elements","GeneName","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"P.trichocarpa_v4.1","Potri.008G083600","Mn",NA,NA,NA,NA,NA,"Inferred","OsMTP9",NA,"AT1G79520, AT1G16310","Glyma.09G122600, Glyma.09G099500, Glyma.08G164700, Glyma.15G262400, Glyma.15G262300, Glyma.08G164800","Medtr3g080090, Medtr8g046550, Medtr2g064405","LOC_Os01g03914","Potri.010G172700, Potri.008G083600, Potri.010G172600, Potri.010G172800, Potri.010G172900","Sobic.003G086300","Seita.5G088300","Sevir.5G086900","VIT_219s0085g00650, VIT_218s0041g00090","Zm00001d040002"
"P.trichocarpa_v4.1","Potri.008G090400","P",NA,NA,NA,NA,NA,"Inferred","AtPHO1;H3",NA,"AT4G25350, AT1G35350, AT1G26730, AT1G14040, AT2G03240, AT2G03260, AT2G03250","Glyma.20G032400, Glyma.20G032200, Glyma.20G032500, Glyma.20G032600","","","Potri.010G165801, Potri.010G165300, Potri.010G164900, Potri.008G090400","","","","VIT_201s0182g00150, VIT_201s0182g00130, VIT_200s1333g00010, VIT_201s0182g00060, VIT_201s0182g00140",""
"P.trichocarpa_v4.1","Potri.008G122100","P",NA,NA,NA,NA,NA,"Inferred","AtMYB62",NA,"AT1G68320, AT1G25340","Glyma.08G042100, Glyma.05G234600, Glyma.07G092800, Glyma.09G183400, Glyma.10G273000, Glyma.20G117000","Medtr1g110460","LOC_Os01g03720","Potri.015G046200, Potri.012G055600, Potri.010G123000, Potri.008G122100","Sobic.003G087600","Seita.5G087200","Sevir.5G085400","VIT_217s0000g03560, VIT_201s0011g03730","Zm00001d040019, Zm00001d008528"
"P.trichocarpa_v4.1","Potri.008G123300","Fe,Zn,Mn",NA,NA,NA,NA,NA,"Inferred","AtBTS,OsHRZ1",NA,"AT3G18290","Glyma.09G182600, Glyma.07G093700, Glyma.08G044700, Glyma.05G237500","Medtr6g083900, Medtr8g104410","LOC_Os01g49470","Potri.008G123300, Potri.010G122200, Potri.012G055100","Sobic.009G222200, Sobic.003G262200","Seita.3G156900, Seita.5G276900","Sevir.3G159900, Sevir.5G279700","VIT_201s0011g03820, VIT_217s0000g03440","Zm00001d010913, Zm00001d038916, Zm00001d011622, Zm00001d043805, Zm00001d041834"
"P.trichocarpa_v4.1","Potri.008G132775","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.008G132850","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.008G132900","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.008G140700","Na",NA,NA,NA,NA,NA,"Inferred","AtSOS1/NHX7",NA,"AT1G14660, AT2G01980","Glyma.08G092000","Medtr2g038400","LOC_Os12g44360","Potri.007G100500, Potri.010G100900, Potri.008G140700","Sobic.008G192900","Seita.3G409000","Sevir.9G144600, Sevir.3G427000","VIT_201s0011g06550","Zm00001d031232"
"P.trichocarpa_v4.1","Potri.008G153300","As,S,Se",NA,NA,NA,NA,NA,"Inferred","OsASTOL1",NA,"AT5G28030, AT5G28020, AT3G04940, AT3G22460, AT4G14880","Glyma.15G262500, Glyma.10G159700, Glyma.20G228900, Glyma.10G159800, Glyma.03G244800, Glyma.19G242300, Glyma.20G148100, Glyma.11G005800","Medtr1g081625, Medtr1g081640, Medtr1g081620, Medtr1g081610, Medtr1g103690, Medtr5g006340","LOC_Os12g42980, LOC_Os03g53650","Potri.013G035200, Potri.005G048066, Potri.005G048132, Potri.005G048400, Potri.005G048700, Potri.013G035500, Potri.008G153300","Sobic.008G179900, Sobic.006G077900","Seita.3G397200, Seita.7G096600","Sevir.3G415300, Sevir.7G104400","VIT_214s0030g01520, VIT_214s0030g01550, VIT_214s0030g01540","Zm00001d031136, Zm00001d003717"
"P.trichocarpa_v4.1","Potri.008G156600","S",NA,NA,NA,NA,NA,"Inferred","AtSULTR3;1",NA,"AT3G51895","Glyma.03G156700, Glyma.19G159000","Medtr7g095430","LOC_Os03g06520","Potri.010G082700, Potri.008G156600, Potri.002G049500, Potri.005G213500","Sobic.001G496800","Seita.9G532700","Sevir.9G537000","VIT_205s0020g03930, VIT_207s0151g00410, VIT_207s0151g00340","Zm00001d027749"
"P.trichocarpa_v4.1","Potri.008G159000","S",NA,NA,NA,NA,NA,"Inferred","AtATPS1",NA,"AT3G22890, AT4G14680, AT5G43780","Glyma.10G242600, Glyma.20G151500","Medtr1g102550","LOC_Os03g53230","Potri.010G081200, Potri.008G159000","Sobic.001G094300","Seita.9G096900","Sevir.9G095300","VIT_205s0020g04210","Zm00001d033981, Zm00001d013296"
"P.trichocarpa_v4.1","Potri.008G161400","Mg",NA,NA,NA,NA,NA,"Inferred","AtMGT7",NA,"AT5G64560, AT5G09690, AT5G09720","Glyma.10G180200, Glyma.20G210300, Glyma.19G161600, Glyma.03G159400","Medtr1g093280, Medtr1g076210, Medtr7g096170","LOC_Os03g53110","Potri.010G077900, Potri.008G161400","Sobic.001G095000","Seita.9G097500","Sevir.9G095800","VIT_205s0020g04720, VIT_207s0141g00590","Zm00001d033969"
"P.trichocarpa_v4.1","Potri.008G165700","Fe",NA,NA,NA,NA,NA,"Inferred","AtbHLH34,AtbHLH104",NA,"AT3G23210, AT4G14410","Glyma.20G088600, Glyma.10G007300","Medtr1g043430","","Potri.008G165700, Potri.010G072900","","","","VIT_214s0081g00720, VIT_205s0049g00460",""
"P.trichocarpa_v4.1","Potri.008G169400","P",NA,NA,NA,NA,NA,"Inferred","AtPHO1,OsPHO1;2",NA,"AT3G23430","Glyma.02G003700, Glyma.10G004800, Glyma.20G206900, Glyma.10G183300","Medtr1g041695, Medtr1g075640","LOC_Os02g56510","Potri.008G169400, Potri.010G069000","Sobic.004G339800","Seita.1G360400","Sevir.1G367100","VIT_205s0049g01410","Zm00001d051945, Zm00001d018445"
"P.trichocarpa_v4.1","Potri.008G188000","Ca",NA,NA,NA,NA,NA,"Inferred","AtLOTR1",NA,"AT5G50150, AT1G10750, AT1G70550, AT1G23340","Glyma.05G039800, Glyma.17G087100, Glyma.10G167900, Glyma.02G037400, Glyma.01G027800","Medtr3g077430, Medtr4g105400, Medtr8g069575, Medtr8g069590, Medtr8g069630, Medtr2g073050, Medtr5g033650","LOC_Os01g07570, LOC_Os06g28000, LOC_Os01g36660, LOC_Os11g47740","Potri.012G088300, Potri.015G080300, Potri.008G188000, Potri.010G044300","Sobic.003G052000, Sobic.010G143300, Sobic.003G184500","Seita.5G120400, Seita.4G150700, Seita.5G194000, Seita.8G156400, Seita.3G283200","Sevir.5G117000, Sevir.4G161600, Sevir.5G196200","VIT_217s0000g08870, VIT_200s0394g00010","Zm00001d008716, Zm00001d045987, Zm00001d044534"
"P.trichocarpa_v4.1","Potri.008G197000","Cu",NA,NA,NA,NA,NA,"Inferred","AtSPL7",NA,"AT5G18830","Glyma.13G213400, Glyma.15G099400","Medtr2g020620","LOC_Os05g33810","Potri.010G026200, Potri.008G197000","Sobic.009G135000","Seita.3G246000","Sevir.3G251900","VIT_205s0020g02160","Zm00001d010309"
"P.trichocarpa_v4.1","Potri.008G203300","As",NA,NA,NA,NA,NA,"Inferred","AtNIP7",NA,"AT3G06100","Glyma.02G140500, Glyma.10G033600","","","Potri.008G203300","","","","VIT_205s0020g02740",""
"P.trichocarpa_v4.1","Potri.009G005600","Fe",NA,NA,NA,NA,NA,"Inferred","AtFRU,OsFIT/bHLH156",NA,"AT2G28160","Glyma.13G322100, Glyma.12G178500, Glyma.11G192800, Glyma.12G081200","Medtr2g084280, Medtr4g057270","LOC_Os04g31290","Potri.009G005600","Sobic.006G047200","Seita.7G070000, Seita.7G069900","Sevir.7G076400, Sevir.7G076300","VIT_206s0061g00720","Zm00001d004007, Zm00001d025205"
"P.trichocarpa_v4.1","Potri.009G027700","Ni",NA,NA,NA,NA,NA,"Inferred","AtZAT11",NA,"AT2G28710, AT2G37430, AT3G53600","Glyma.20G099100, Glyma.10G290200, Glyma.02G094500, Glyma.18G287200, Glyma.13G333400, Glyma.15G040700, Glyma.12G065800, Glyma.11G142500, Glyma.03G173200, Glyma.19G174100, Glyma.10G045200, Glyma.13G132800, Glyma.03G173100, Glyma.19G174000, Glyma.19G174200, Glyma.03G173300, Glyma.13G133100, Glyma.10G045400","Medtr7g023560, Medtr2g096540, Medtr1g067660, Medtr7g100100, Medtr1g067650, Medtr1g067640","LOC_Os03g17150","Potri.010G209400, Potri.008G051200, Potri.009G027700, Potri.001G235800","Sobic.001G035300, Sobic.001G416200","Seita.9G034400, Seita.9G449600","Sevir.9G033500, Sevir.9G453500","VIT_213s0019g00480, VIT_206s0004g04180","Zm00001d034639, Zm00001d028667, Zm00001d047786"
"P.trichocarpa_v4.1","Potri.009G038700","Cu",NA,NA,NA,NA,NA,"Inferred","AtCOPT1,MtCOPT1",NA,"AT2G37925, AT5G59040, AT2G26975, AT5G59030, AT3G46900","Glyma.11G134700, Glyma.01G106700, Glyma.18G191300, Glyma.07G141200, Glyma.18G191900, Glyma.07G141600","Medtr4g064963, Medtr4g065123, Medtr4g065660, Medtr7g066070, Medtr4g019870, Medtr0027s0220","LOC_Os05g35050, LOC_Os01g56420, LOC_Os01g56430","Potri.009G038800, Potri.001G246000, Potri.009G038700, Potri.006G093200, Potri.006G093300","Sobic.003G310200, Sobic.005G059300","Seita.5G333200, Seita.5G333000, Seita.3G293100","Sevir.5G337400, Sevir.5G337200, Sevir.3G302000","VIT_206s0004g05760, VIT_206s0004g05750, VIT_206s0004g05763, VIT_208s0007g01470","Zm00001d043323, Zm00001d053025"
"P.trichocarpa_v4.1","Potri.009G038800","Cu",NA,NA,NA,NA,NA,"Inferred","AtCOPT1,MtCOPT1",NA,"AT2G37925, AT5G59040, AT2G26975, AT5G59030, AT3G46900","Glyma.11G134700, Glyma.01G106700, Glyma.18G191300, Glyma.07G141200, Glyma.18G191900, Glyma.07G141600","Medtr4g064963, Medtr4g065123, Medtr4g065660, Medtr7g066070, Medtr4g019870, Medtr0027s0220","LOC_Os05g35050, LOC_Os01g56420, LOC_Os01g56430","Potri.009G038800, Potri.001G246000, Potri.009G038700, Potri.006G093200, Potri.006G093300","Sobic.003G310200, Sobic.005G059300","Seita.5G333200, Seita.5G333000, Seita.3G293100","Sevir.5G337400, Sevir.5G337200, Sevir.3G302000","VIT_206s0004g05760, VIT_206s0004g05750, VIT_206s0004g05763, VIT_208s0007g01470","Zm00001d043323, Zm00001d053025"
"P.trichocarpa_v4.1","Potri.009G045800","P,K",NA,NA,NA,NA,NA,"Inferred","AtCAX3",NA,"AT3G51860, AT2G38170","Glyma.18G200500, Glyma.07G149600, Glyma.09G159600, Glyma.03G058500, Glyma.01G122800, Glyma.03G058300, Glyma.18G063200, Glyma.02G226500, Glyma.14G193400","Medtr7g068380, Medtr4g016720, Medtr5g070330","LOC_Os05g51610, LOC_Os01g37690","Potri.016G115500, Potri.006G099900, Potri.009G045800, Potri.001G251200","Sobic.009G257800, Sobic.003G184800","Seita.3G120500, Seita.5G194500","Sevir.3G122500, Sevir.5G196600","VIT_208s0007g02240, VIT_206s0004g06570","Zm00001d009763, Zm00001d044533"
"P.trichocarpa_v4.1","Potri.009G049200","S",NA,NA,NA,NA,NA,"Inferred","AtABH1",NA,"AT2G13540","Glyma.16G049600, Glyma.19G101600","Medtr7g083840","LOC_Os03g22570","Potri.009G049200","Sobic.001G373800","Seita.9G406000","Sevir.9G409800","VIT_206s0009g03810","Zm00001d029133"
"P.trichocarpa_v4.1","Potri.009G061100","Mn,Fe,Zn",NA,NA,NA,NA,NA,"Inferred","AtFRD3/MAN1",NA,"AT3G08040","","","LOC_Os03g11734","Potri.009G061100, Potri.001G266900","Sobic.001G454900","Seita.9G489200","Sevir.9G493200","VIT_213s0064g00930, VIT_213s0064g00940","Zm00001d028228"
"P.trichocarpa_v4.1","Potri.009G066000","Se,S",NA,NA,NA,NA,NA,"Inferred","AtCPNIFS",NA,"AT1G08490","Glyma.09G021000, Glyma.15G127400","Medtr3g083980","LOC_Os12g18900","Potri.009G066000","Sobic.005G014700, Sobic.004G132600","Seita.1G134500","Sevir.1G132950","VIT_206s0009g02300","Zm00001d052364"
"P.trichocarpa_v4.1","Potri.009G077600","Fe",NA,NA,NA,NA,NA,"Inferred","OsMIT",NA,"AT1G07030, AT2G30160, AT1G07025","Glyma.02G231200, Glyma.14G198800","Medtr5g073040","LOC_Os03g18550","Potri.016G125200, Potri.009G077600, Potri.001G282400","Sobic.001G403700","Seita.9G437700","Sevir.9G441600","VIT_208s0058g00450, VIT_206s0004g07350","Zm00001d047709, Zm00001d028784"
"P.trichocarpa_v4.1","Potri.009G134900","Zn",NA,NA,NA,NA,NA,"Inferred","AtbZIP23,AtbZIP19",NA,"AT4G35040, AT2G16770","Glyma.11G108100, Glyma.12G033000","Medtr4g073100","LOC_Os06g50310","Potri.004G175200, Potri.009G134900","Sobic.010G267500","Seita.9G059700, Seita.4G281600","Sevir.9G058800, Sevir.4G293800","VIT_203s0038g02420","Zm00001d036400, Zm00001d014795"
"P.trichocarpa_v4.1","Potri.009G167700","Cu,Zn",NA,NA,NA,NA,NA,"Inferred","AtMT4b,AtMT4a",NA,"AT2G42000, AT2G23240","Glyma.18G157800, Glyma.08G346600","Medtr8g012330, Medtr7g053460","LOC_Os10g39610","Potri.009G167700, Potri.004G206400","Sobic.001G311200","Seita.9G339800","Sevir.9G343900","","Zm00001d029778"
"P.trichocarpa_v4.1","Potri.010G026200","Cu",NA,NA,NA,NA,NA,"Inferred","AtSPL7",NA,"AT5G18830","Glyma.13G213400, Glyma.15G099400","Medtr2g020620","LOC_Os05g33810","Potri.010G026200, Potri.008G197000","Sobic.009G135000","Seita.3G246000","Sevir.3G251900","VIT_205s0020g02160","Zm00001d010309"
"P.trichocarpa_v4.1","Potri.010G044300","Ca",NA,NA,NA,NA,NA,"Inferred","AtLOTR1",NA,"AT5G50150, AT1G10750, AT1G70550, AT1G23340","Glyma.05G039800, Glyma.17G087100, Glyma.10G167900, Glyma.02G037400, Glyma.01G027800","Medtr3g077430, Medtr4g105400, Medtr8g069575, Medtr8g069590, Medtr8g069630, Medtr2g073050, Medtr5g033650","LOC_Os01g07570, LOC_Os06g28000, LOC_Os01g36660, LOC_Os11g47740","Potri.012G088300, Potri.015G080300, Potri.008G188000, Potri.010G044300","Sobic.003G052000, Sobic.010G143300, Sobic.003G184500","Seita.5G120400, Seita.4G150700, Seita.5G194000, Seita.8G156400, Seita.3G283200","Sevir.5G117000, Sevir.4G161600, Sevir.5G196200","VIT_217s0000g08870, VIT_200s0394g00010","Zm00001d008716, Zm00001d045987, Zm00001d044534"
"P.trichocarpa_v4.1","Potri.010G069000","P",NA,NA,NA,NA,NA,"Inferred","AtPHO1,OsPHO1;2",NA,"AT3G23430","Glyma.02G003700, Glyma.10G004800, Glyma.20G206900, Glyma.10G183300","Medtr1g041695, Medtr1g075640","LOC_Os02g56510","Potri.008G169400, Potri.010G069000","Sobic.004G339800","Seita.1G360400","Sevir.1G367100","VIT_205s0049g01410","Zm00001d051945, Zm00001d018445"
"P.trichocarpa_v4.1","Potri.010G071500","P,As,Se",NA,NA,NA,NA,NA,"Inferred","AtPHT1;5,AtPHT1;4,AtPHT1;1,OsPT2",NA,"AT3G54700, AT2G38940, AT2G32830, AT5G43370, AT5G43350, AT5G43360, AT4G08878, AT5G43340, AT4G08895","Glyma.10G186400, Glyma.20G204100, Glyma.03G162800, Glyma.19G164300, Glyma.10G036800, Glyma.10G186500, Glyma.20G204000, Glyma.10G006700, Glyma.02G005800","Medtr1g074940, Medtr7g096870, Medtr7g096880, Medtr1g069935, Medtr1g069930, Medtr1g074930, Medtr1g043200, Medtr1g043290, Medtr1g043220, Medtr3g082700","LOC_Os08g45000, LOC_Os03g04360, LOC_Os04g10690, LOC_Os04g10750, LOC_Os10g30770, LOC_Os03g05620, LOC_Os03g05640, LOC_Os03g05610, LOC_Os10g30790, LOC_Os10g20500","Potri.010G071500, Potri.005G223600, Potri.002G038900, Potri.010G071700, Potri.010G071600, Potri.010G072000, Potri.001G318500, Potri.005G175500, Potri.005G175700","Sobic.006G026800, Sobic.007G164400, Sobic.001G513400, Sobic.006G027300, Sobic.001G234900, Sobic.001G502000, Sobic.001G502100, Sobic.001G234800","Seita.7G033100, Seita.6G253400, Seita.4G276500, Seita.9G548500, Seita.7G032900, Seita.9G238400, Seita.9G538500, Seita.9G538600, Seita.6G012100, Seita.9G238300","Sevir.7G019800, Sevir.6G257900, Sevir.4G288300, Sevir.9G553200, Sevir.7G019300, Sevir.9G238400, Sevir.9G542800, Sevir.9G542900, Sevir.6G010350, Sevir.9G238300","VIT_207s0005g03290, VIT_205s0049g00940, VIT_205s0049g00920, VIT_205s0049g00930","Zm00001d025028, Zm00001d031875, Zm00001d027549, Zm00001d004301, Zm00001d027700, Zm00001d032850"
"P.trichocarpa_v4.1","Potri.010G071600","P,As,Se",NA,NA,NA,NA,NA,"Inferred","AtPHT1;5,AtPHT1;4,AtPHT1;1,OsPT2",NA,"AT3G54700, AT2G38940, AT2G32830, AT5G43370, AT5G43350, AT5G43360, AT4G08878, AT5G43340, AT4G08895","Glyma.10G186400, Glyma.20G204100, Glyma.03G162800, Glyma.19G164300, Glyma.10G036800, Glyma.10G186500, Glyma.20G204000, Glyma.10G006700, Glyma.02G005800","Medtr1g074940, Medtr7g096870, Medtr7g096880, Medtr1g069935, Medtr1g069930, Medtr1g074930, Medtr1g043200, Medtr1g043290, Medtr1g043220, Medtr3g082700","LOC_Os08g45000, LOC_Os03g04360, LOC_Os04g10690, LOC_Os04g10750, LOC_Os10g30770, LOC_Os03g05620, LOC_Os03g05640, LOC_Os03g05610, LOC_Os10g30790, LOC_Os10g20500","Potri.010G071500, Potri.005G223600, Potri.002G038900, Potri.010G071700, Potri.010G071600, Potri.010G072000, Potri.001G318500, Potri.005G175500, Potri.005G175700","Sobic.006G026800, Sobic.007G164400, Sobic.001G513400, Sobic.006G027300, Sobic.001G234900, Sobic.001G502000, Sobic.001G502100, Sobic.001G234800","Seita.7G033100, Seita.6G253400, Seita.4G276500, Seita.9G548500, Seita.7G032900, Seita.9G238400, Seita.9G538500, Seita.9G538600, Seita.6G012100, Seita.9G238300","Sevir.7G019800, Sevir.6G257900, Sevir.4G288300, Sevir.9G553200, Sevir.7G019300, Sevir.9G238400, Sevir.9G542800, Sevir.9G542900, Sevir.6G010350, Sevir.9G238300","VIT_207s0005g03290, VIT_205s0049g00940, VIT_205s0049g00920, VIT_205s0049g00930","Zm00001d025028, Zm00001d031875, Zm00001d027549, Zm00001d004301, Zm00001d027700, Zm00001d032850"
"P.trichocarpa_v4.1","Potri.010G071700","P,As,Se",NA,NA,NA,NA,NA,"Inferred","AtPHT1;5,AtPHT1;4,AtPHT1;1,OsPT2",NA,"AT3G54700, AT2G38940, AT2G32830, AT5G43370, AT5G43350, AT5G43360, AT4G08878, AT5G43340, AT4G08895","Glyma.10G186400, Glyma.20G204100, Glyma.03G162800, Glyma.19G164300, Glyma.10G036800, Glyma.10G186500, Glyma.20G204000, Glyma.10G006700, Glyma.02G005800","Medtr1g074940, Medtr7g096870, Medtr7g096880, Medtr1g069935, Medtr1g069930, Medtr1g074930, Medtr1g043200, Medtr1g043290, Medtr1g043220, Medtr3g082700","LOC_Os08g45000, LOC_Os03g04360, LOC_Os04g10690, LOC_Os04g10750, LOC_Os10g30770, LOC_Os03g05620, LOC_Os03g05640, LOC_Os03g05610, LOC_Os10g30790, LOC_Os10g20500","Potri.010G071500, Potri.005G223600, Potri.002G038900, Potri.010G071700, Potri.010G071600, Potri.010G072000, Potri.001G318500, Potri.005G175500, Potri.005G175700","Sobic.006G026800, Sobic.007G164400, Sobic.001G513400, Sobic.006G027300, Sobic.001G234900, Sobic.001G502000, Sobic.001G502100, Sobic.001G234800","Seita.7G033100, Seita.6G253400, Seita.4G276500, Seita.9G548500, Seita.7G032900, Seita.9G238400, Seita.9G538500, Seita.9G538600, Seita.6G012100, Seita.9G238300","Sevir.7G019800, Sevir.6G257900, Sevir.4G288300, Sevir.9G553200, Sevir.7G019300, Sevir.9G238400, Sevir.9G542800, Sevir.9G542900, Sevir.6G010350, Sevir.9G238300","VIT_207s0005g03290, VIT_205s0049g00940, VIT_205s0049g00920, VIT_205s0049g00930","Zm00001d025028, Zm00001d031875, Zm00001d027549, Zm00001d004301, Zm00001d027700, Zm00001d032850"
"P.trichocarpa_v4.1","Potri.010G072000","P,As,Se",NA,NA,NA,NA,NA,"Inferred","AtPHT1;5,AtPHT1;4,AtPHT1;1,OsPT2",NA,"AT3G54700, AT2G38940, AT2G32830, AT5G43370, AT5G43350, AT5G43360, AT4G08878, AT5G43340, AT4G08895","Glyma.10G186400, Glyma.20G204100, Glyma.03G162800, Glyma.19G164300, Glyma.10G036800, Glyma.10G186500, Glyma.20G204000, Glyma.10G006700, Glyma.02G005800","Medtr1g074940, Medtr7g096870, Medtr7g096880, Medtr1g069935, Medtr1g069930, Medtr1g074930, Medtr1g043200, Medtr1g043290, Medtr1g043220, Medtr3g082700","LOC_Os08g45000, LOC_Os03g04360, LOC_Os04g10690, LOC_Os04g10750, LOC_Os10g30770, LOC_Os03g05620, LOC_Os03g05640, LOC_Os03g05610, LOC_Os10g30790, LOC_Os10g20500","Potri.010G071500, Potri.005G223600, Potri.002G038900, Potri.010G071700, Potri.010G071600, Potri.010G072000, Potri.001G318500, Potri.005G175500, Potri.005G175700","Sobic.006G026800, Sobic.007G164400, Sobic.001G513400, Sobic.006G027300, Sobic.001G234900, Sobic.001G502000, Sobic.001G502100, Sobic.001G234800","Seita.7G033100, Seita.6G253400, Seita.4G276500, Seita.9G548500, Seita.7G032900, Seita.9G238400, Seita.9G538500, Seita.9G538600, Seita.6G012100, Seita.9G238300","Sevir.7G019800, Sevir.6G257900, Sevir.4G288300, Sevir.9G553200, Sevir.7G019300, Sevir.9G238400, Sevir.9G542800, Sevir.9G542900, Sevir.6G010350, Sevir.9G238300","VIT_207s0005g03290, VIT_205s0049g00940, VIT_205s0049g00920, VIT_205s0049g00930","Zm00001d025028, Zm00001d031875, Zm00001d027549, Zm00001d004301, Zm00001d027700, Zm00001d032850"
"P.trichocarpa_v4.1","Potri.010G072900","Fe",NA,NA,NA,NA,NA,"Inferred","AtbHLH34,AtbHLH104",NA,"AT3G23210, AT4G14410","Glyma.20G088600, Glyma.10G007300","Medtr1g043430","","Potri.008G165700, Potri.010G072900","","","","VIT_214s0081g00720, VIT_205s0049g00460",""
"P.trichocarpa_v4.1","Potri.010G077900","Mg",NA,NA,NA,NA,NA,"Inferred","AtMGT7",NA,"AT5G64560, AT5G09690, AT5G09720","Glyma.10G180200, Glyma.20G210300, Glyma.19G161600, Glyma.03G159400","Medtr1g093280, Medtr1g076210, Medtr7g096170","LOC_Os03g53110","Potri.010G077900, Potri.008G161400","Sobic.001G095000","Seita.9G097500","Sevir.9G095800","VIT_205s0020g04720, VIT_207s0141g00590","Zm00001d033969"
"P.trichocarpa_v4.1","Potri.010G081200","S",NA,NA,NA,NA,NA,"Inferred","AtATPS1",NA,"AT3G22890, AT4G14680, AT5G43780","Glyma.10G242600, Glyma.20G151500","Medtr1g102550","LOC_Os03g53230","Potri.010G081200, Potri.008G159000","Sobic.001G094300","Seita.9G096900","Sevir.9G095300","VIT_205s0020g04210","Zm00001d033981, Zm00001d013296"
"P.trichocarpa_v4.1","Potri.010G082700","S",NA,NA,NA,NA,NA,"Inferred","AtSULTR3;1",NA,"AT3G51895","Glyma.03G156700, Glyma.19G159000","Medtr7g095430","LOC_Os03g06520","Potri.010G082700, Potri.008G156600, Potri.002G049500, Potri.005G213500","Sobic.001G496800","Seita.9G532700","Sevir.9G537000","VIT_205s0020g03930, VIT_207s0151g00410, VIT_207s0151g00340","Zm00001d027749"
"P.trichocarpa_v4.1","Potri.010G100900","Na",NA,NA,NA,NA,NA,"Inferred","AtSOS1/NHX7",NA,"AT1G14660, AT2G01980","Glyma.08G092000","Medtr2g038400","LOC_Os12g44360","Potri.007G100500, Potri.010G100900, Potri.008G140700","Sobic.008G192900","Seita.3G409000","Sevir.9G144600, Sevir.3G427000","VIT_201s0011g06550","Zm00001d031232"
"P.trichocarpa_v4.1","Potri.010G104100","Fe,Zn",NA,NA,NA,NA,NA,"Inferred","AtVIT1,OsVIT1,OsVIT2",NA,"AT2G01770","Glyma.08G047500, Glyma.05G240600","Medtr8g105790, Medtr8g105810","LOC_Os04g38940, LOC_Os09g23300","Potri.010G104100, Potri.010G104200","Sobic.006G109000, Sobic.002G194600","Seita.7G126700, Seita.2G197500","Sevir.7G134800, Sevir.2G205200","VIT_201s0011g06010, VIT_201s0011g06000","Zm00001d025623, Zm00001d020395"
"P.trichocarpa_v4.1","Potri.010G104200","Fe,Zn",NA,NA,NA,NA,NA,"Inferred","AtVIT1,OsVIT1,OsVIT2",NA,"AT2G01770","Glyma.08G047500, Glyma.05G240600","Medtr8g105790, Medtr8g105810","LOC_Os04g38940, LOC_Os09g23300","Potri.010G104100, Potri.010G104200","Sobic.006G109000, Sobic.002G194600","Seita.7G126700, Seita.2G197500","Sevir.7G134800, Sevir.2G205200","VIT_201s0011g06010, VIT_201s0011g06000","Zm00001d025623, Zm00001d020395"
