"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"Z.mays_RefGen_V4","Zm00001d029648",NA,"Fe",NA,NA,NA,NA,"Inferred","AtGA1",NA,"AT4G02780","Glyma.03G154700, Glyma.19G157000, Glyma.03G154500, Glyma.03G154400","Medtr7g011663, Medtr7g011770, Medtr7g011740, Medtr7g094970","LOC_Os02g36210, LOC_Os04g09900, LOC_Os02g17780","Potri.002G052100, Potri.005G210300","Sobic.005G161200, Sobic.001G248600","Seita.1G203600, Seita.2G144900, Seita.9G351400, Seita.9G262400","Sevir.1G206900, Sevir.2G150600, Sevir.9G357500, Sevir.9G265300","VIT_207s0151g01070, VIT_207s0151g01040","Zm00001d024512, Zm00001d048867, Zm00001d048874, Zm00001d029648, Zm00001d032961"
"Z.mays_RefGen_V4","Zm00001d029778",NA,"Cu,Zn",NA,NA,NA,NA,"Inferred","AtMT4b,AtMT4a",NA,"AT2G42000, AT2G23240","Glyma.18G157800, Glyma.08G346600","Medtr8g012330, Medtr7g053460","LOC_Os10g39610","Potri.009G167700, Potri.004G206400","Sobic.001G311200","Seita.9G339800","Sevir.9G343900","","Zm00001d029778"
"Z.mays_RefGen_V4","Zm00001d029808",NA,"Mg",NA,NA,NA,NA,"Inferred","AtMGT6",NA,"AT4G28580, AT3G58970","Glyma.05G168200, Glyma.08G126600","Medtr8g088670","LOC_Os10g39790","Potri.006G081700","Sobic.001G309400","Seita.9G337700","Sevir.9G341300","VIT_212s0034g02550","Zm00001d047388, Zm00001d029808"
"Z.mays_RefGen_V4","Zm00001d029842",NA,"As",NA,NA,NA,NA,"Inferred","OsLSI2",NA,"","","","LOC_Os03g01700, LOC_Os10g39980","","Sobic.001G539200, Sobic.001G307700","Seita.9G574800, Seita.9G335700","Sevir.9G339100","","Zm00001d027305, Zm00001d029842"
"Z.mays_RefGen_V4","Zm00001d030310",NA,"Al",NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"Z.mays_RefGen_V4","Zm00001d030656",NA,"B",NA,NA,NA,NA,"Inferred","AtBOR1,AtBOR2,OsBOR1",NA,"AT2G47160, AT3G62270","Glyma.03G222300, Glyma.19G219500","Medtr7g110000","LOC_Os12g37840","Potri.014G116000, Potri.002G191000","Sobic.008G132300","Seita.3G333100","Sevir.3G347400","VIT_207s0005g02060","Zm00001d041590, Zm00001d030656"
"Z.mays_RefGen_V4","Zm00001d030846",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AtNRAMP3,AtNRAMP4",NA,"AT2G23150, AT5G67330, AT1G47240","Glyma.17G165200, Glyma.05G101700, Glyma.11G051500, Glyma.01G190700, Glyma.04G044000, Glyma.06G044200","Medtr4g095075, Medtr5g016270, Medtr3g102620","LOC_Os03g11010, LOC_Os12g39180","Potri.007G050600, Potri.007G050700, Potri.002G121000","Sobic.001G462500, Sobic.001G170000, Sobic.008G143700","Seita.9G497200, Seita.9G171400, Seita.3G367300","Sevir.9G501400, Sevir.9G169700, Sevir.3G384700","VIT_207s0129g00620, VIT_218s0001g09490","Zm00001d048129, Zm00001d033367, Zm00001d030846"
"Z.mays_RefGen_V4","Zm00001d031132",NA,"Cu",NA,NA,NA,NA,"Inferred","AtAX1,OsATX1",NA,"AT1G66240","Glyma.20G187100, Glyma.10G203200","Medtr1g092670","LOC_Os08g10480","Potri.008G023800, Potri.010G236500","Sobic.008G179500","Seita.8G110600","Sevir.8G115200","VIT_213s0074g00770","Zm00001d031132"
"Z.mays_RefGen_V4","Zm00001d031136",NA,"As,S,Se",NA,NA,NA,NA,"Inferred","OsASTOL1",NA,"AT5G28030, AT5G28020, AT3G04940, AT3G22460, AT4G14880","Glyma.15G262500, Glyma.10G159700, Glyma.20G228900, Glyma.10G159800, Glyma.03G244800, Glyma.19G242300, Glyma.20G148100, Glyma.11G005800","Medtr1g081625, Medtr1g081640, Medtr1g081620, Medtr1g081610, Medtr1g103690, Medtr5g006340","LOC_Os12g42980, LOC_Os03g53650","Potri.013G035200, Potri.005G048066, Potri.005G048132, Potri.005G048400, Potri.005G048700, Potri.013G035500, Potri.008G153300","Sobic.008G179900, Sobic.006G077900","Seita.3G397200, Seita.7G096600","Sevir.3G415300, Sevir.7G104400","VIT_214s0030g01520, VIT_214s0030g01550, VIT_214s0030g01540","Zm00001d031136, Zm00001d003717"
"Z.mays_RefGen_V4","Zm00001d031232",NA,"Na",NA,NA,NA,NA,"Inferred","AtSOS1/NHX7",NA,"AT1G14660, AT2G01980","Glyma.08G092000","Medtr2g038400","LOC_Os12g44360","Potri.007G100500, Potri.010G100900, Potri.008G140700","Sobic.008G192900","Seita.3G409000","Sevir.9G144600, Sevir.3G427000","VIT_201s0011g06550","Zm00001d031232"
"Z.mays_RefGen_V4","Zm00001d031875",NA,"P,As,Se",NA,NA,NA,NA,"Inferred","AtPHT1;5,AtPHT1;4,AtPHT1;1,OsPT2",NA,"AT3G54700, AT2G38940, AT2G32830, AT5G43370, AT5G43350, AT5G43360, AT4G08878, AT5G43340, AT4G08895","Glyma.10G186400, Glyma.20G204100, Glyma.03G162800, Glyma.19G164300, Glyma.10G036800, Glyma.10G186500, Glyma.20G204000, Glyma.10G006700, Glyma.02G005800","Medtr1g074940, Medtr7g096870, Medtr7g096880, Medtr1g069935, Medtr1g069930, Medtr1g074930, Medtr1g043200, Medtr1g043290, Medtr1g043220, Medtr3g082700","LOC_Os08g45000, LOC_Os03g04360, LOC_Os04g10690, LOC_Os04g10750, LOC_Os10g30770, LOC_Os03g05620, LOC_Os03g05640, LOC_Os03g05610, LOC_Os10g30790, LOC_Os10g20500","Potri.010G071500, Potri.005G223600, Potri.002G038900, Potri.010G071700, Potri.010G071600, Potri.010G072000, Potri.001G318500, Potri.005G175500, Potri.005G175700","Sobic.006G026800, Sobic.007G164400, Sobic.001G513400, Sobic.006G027300, Sobic.001G234900, Sobic.001G502000, Sobic.001G502100, Sobic.001G234800","Seita.7G033100, Seita.6G253400, Seita.4G276500, Seita.9G548500, Seita.7G032900, Seita.9G238400, Seita.9G538500, Seita.9G538600, Seita.6G012100, Seita.9G238300","Sevir.7G019800, Sevir.6G257900, Sevir.4G288300, Sevir.9G553200, Sevir.7G019300, Sevir.9G238400, Sevir.9G542800, Sevir.9G542900, Sevir.6G010350, Sevir.9G238300","VIT_207s0005g03290, VIT_205s0049g00940, VIT_205s0049g00920, VIT_205s0049g00930","Zm00001d025028, Zm00001d031875, Zm00001d027549, Zm00001d004301, Zm00001d027700, Zm00001d032850"
"Z.mays_RefGen_V4","Zm00001d032694",NA,"Fe,Cd,Zn,Co,Mo",NA,NA,NA,NA,"Inferred","AtMYB72,AtMYB10",NA,"AT3G23250, AT3G12820, AT1G56160, AT1G79180, AT1G16490, AT2G31180, AT1G06180","Glyma.08G168100, Glyma.15G259400, Glyma.10G165800, Glyma.20G223400, Glyma.03G250600, Glyma.19G248100","Medtr2g067420, Medtr7g115650","LOC_Os04g43680, LOC_Os02g41510, LOC_Os10g33810","Potri.007G067600, Potri.005G096600, Potri.019G018200","Sobic.006G148000, Sobic.004G219800, Sobic.001G219200","Seita.7G167300, Seita.1G239400, Seita.9G222100","Sevir.7G176600, Sevir.1G244400, Sevir.9G221500","VIT_219s0085g00050","Zm00001d003064, Zm00001d025864, Zm00001d017268, Zm00001d051149, Zm00001d014029, Zm00001d032694"
"Z.mays_RefGen_V4","Zm00001d032850",NA,"P,As,Se",NA,NA,NA,NA,"Inferred","AtPHT1;5,AtPHT1;4,AtPHT1;1,OsPT2",NA,"AT3G54700, AT2G38940, AT2G32830, AT5G43370, AT5G43350, AT5G43360, AT4G08878, AT5G43340, AT4G08895","Glyma.10G186400, Glyma.20G204100, Glyma.03G162800, Glyma.19G164300, Glyma.10G036800, Glyma.10G186500, Glyma.20G204000, Glyma.10G006700, Glyma.02G005800","Medtr1g074940, Medtr7g096870, Medtr7g096880, Medtr1g069935, Medtr1g069930, Medtr1g074930, Medtr1g043200, Medtr1g043290, Medtr1g043220, Medtr3g082700","LOC_Os08g45000, LOC_Os03g04360, LOC_Os04g10690, LOC_Os04g10750, LOC_Os10g30770, LOC_Os03g05620, LOC_Os03g05640, LOC_Os03g05610, LOC_Os10g30790, LOC_Os10g20500","Potri.010G071500, Potri.005G223600, Potri.002G038900, Potri.010G071700, Potri.010G071600, Potri.010G072000, Potri.001G318500, Potri.005G175500, Potri.005G175700","Sobic.006G026800, Sobic.007G164400, Sobic.001G513400, Sobic.006G027300, Sobic.001G234900, Sobic.001G502000, Sobic.001G502100, Sobic.001G234800","Seita.7G033100, Seita.6G253400, Seita.4G276500, Seita.9G548500, Seita.7G032900, Seita.9G238400, Seita.9G538500, Seita.9G538600, Seita.6G012100, Seita.9G238300","Sevir.7G019800, Sevir.6G257900, Sevir.4G288300, Sevir.9G553200, Sevir.7G019300, Sevir.9G238400, Sevir.9G542800, Sevir.9G542900, Sevir.6G010350, Sevir.9G238300","VIT_207s0005g03290, VIT_205s0049g00940, VIT_205s0049g00920, VIT_205s0049g00930","Zm00001d025028, Zm00001d031875, Zm00001d027549, Zm00001d004301, Zm00001d027700, Zm00001d032850"
"Z.mays_RefGen_V4","Zm00001d032961",NA,"Fe",NA,NA,NA,NA,"Inferred","AtGA1",NA,"AT4G02780","Glyma.03G154700, Glyma.19G157000, Glyma.03G154500, Glyma.03G154400","Medtr7g011663, Medtr7g011770, Medtr7g011740, Medtr7g094970","LOC_Os02g36210, LOC_Os04g09900, LOC_Os02g17780","Potri.002G052100, Potri.005G210300","Sobic.005G161200, Sobic.001G248600","Seita.1G203600, Seita.2G144900, Seita.9G351400, Seita.9G262400","Sevir.1G206900, Sevir.2G150600, Sevir.9G357500, Sevir.9G265300","VIT_207s0151g01070, VIT_207s0151g01040","Zm00001d024512, Zm00001d048867, Zm00001d048874, Zm00001d029648, Zm00001d032961"
"Z.mays_RefGen_V4","Zm00001d033053",NA,"Mo",NA,NA,NA,NA,"Inferred","AtMOT1,GmMOT1.1,GmMOT1.2,OsMOT1;1,MtMOT1.2,MtMOT1.3",NA,"AT2G25680","Glyma.17G203000, Glyma.17G203200, Glyma.14G130000, Glyma.17G203500, Glyma.06G074100, Glyma.04G073000","Medtr1g010210, Medtr3g464210, Medtr1g010270, Medtr3g108190","LOC_Os08g01120","Potri.006G246000, Potri.006G245900","Sobic.001G187300","Seita.9G184500","Sevir.9G183400","VIT_204s0008g04450, VIT_204s0008g04460","Zm00001d033053"
"Z.mays_RefGen_V4","Zm00001d033367",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AtNRAMP3,AtNRAMP4",NA,"AT2G23150, AT5G67330, AT1G47240","Glyma.17G165200, Glyma.05G101700, Glyma.11G051500, Glyma.01G190700, Glyma.04G044000, Glyma.06G044200","Medtr4g095075, Medtr5g016270, Medtr3g102620","LOC_Os03g11010, LOC_Os12g39180","Potri.007G050600, Potri.007G050700, Potri.002G121000","Sobic.001G462500, Sobic.001G170000, Sobic.008G143700","Seita.9G497200, Seita.9G171400, Seita.3G367300","Sevir.9G501400, Sevir.9G169700, Sevir.3G384700","VIT_207s0129g00620, VIT_218s0001g09490","Zm00001d048129, Zm00001d033367, Zm00001d030846"
"Z.mays_RefGen_V4","Zm00001d033496",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","OsNAS2,OsNAS1,OsNAS3",NA,"","","","LOC_Os03g19427, LOC_Os03g19420, LOC_Os07g48980","","Sobic.001G395900, Sobic.001G151400","Seita.9G429600, Seita.9G045300, Seita.2G440200","Sevir.9G433666, Sevir.9G044800, Sevir.2G452700","","Zm00001d047658, Zm00001d047651, Zm00001d047656, Zm00001d047639, Zm00001d028887, Zm00001d028888, Zm00001d022557, Zm00001d013655, Zm00001d033496"
"Z.mays_RefGen_V4","Zm00001d033551",NA,"P",NA,NA,NA,NA,"Inferred","AtVIH2,AtVIH1",NA,"AT3G01310, AT5G15070","Glyma.13G065500, Glyma.19G019100, Glyma.18G255000, Glyma.09G241100","Medtr6g011290, Medtr7g009060","LOC_Os03g48300, LOC_Os01g56960, LOC_Os01g56980","Potri.017G076400, Potri.004G129900","Sobic.001G132600, Sobic.005G110505, Sobic.003G315166","Seita.9G135000, Seita.5G338800","Sevir.9G133900, Sevir.5G343000","VIT_214s0066g02540","Zm00001d033551"
"Z.mays_RefGen_V4","Zm00001d033552",NA,"Na",NA,NA,NA,NA,"Inferred","AtAHA4",NA,"AT5G62670, AT3G47950","Glyma.13G065400, Glyma.19G019200, Glyma.06G189900, Glyma.04G174800, Glyma.17G096100, Glyma.05G030700","Medtr6g011310, Medtr4g107500","LOC_Os03g48310, LOC_Os12g44150, LOC_Os07g09340","Potri.012G071600, Potri.015G066000","Sobic.001G132400, Sobic.008G190500, Sobic.002G065000","Seita.9G134900, Seita.3G406700, Seita.2G068600","Sevir.9G133800, Sevir.3G424800, Sevir.2G071500","VIT_214s0066g02550, VIT_217s0000g05540","Zm00001d033552, Zm00001d041214, Zm00001d019062"
"Z.mays_RefGen_V4","Zm00001d033969",NA,"Mg",NA,NA,NA,NA,"Inferred","AtMGT7",NA,"AT5G64560, AT5G09690, AT5G09720","Glyma.10G180200, Glyma.20G210300, Glyma.19G161600, Glyma.03G159400","Medtr1g093280, Medtr1g076210, Medtr7g096170","LOC_Os03g53110","Potri.010G077900, Potri.008G161400","Sobic.001G095000","Seita.9G097500","Sevir.9G095800","VIT_205s0020g04720, VIT_207s0141g00590","Zm00001d033969"
"Z.mays_RefGen_V4","Zm00001d033981",NA,"S",NA,NA,NA,NA,"Inferred","AtATPS1",NA,"AT3G22890, AT4G14680, AT5G43780","Glyma.10G242600, Glyma.20G151500","Medtr1g102550","LOC_Os03g53230","Potri.010G081200, Potri.008G159000","Sobic.001G094300","Seita.9G096900","Sevir.9G095300","VIT_205s0020g04210","Zm00001d033981, Zm00001d013296"
"Z.mays_RefGen_V4","Zm00001d034035",NA,"Fe,Cd",NA,NA,NA,NA,"Inferred","AtOPT3",NA,"AT4G16370","Glyma.07G267800, Glyma.17G006100","Medtr4g133968","LOC_Os03g54000","Potri.006G006000, Potri.016G006500","Sobic.001G087700","Seita.9G090100","Sevir.9G088600","VIT_200s0259g00120","Zm00001d034035"
"Z.mays_RefGen_V4","Zm00001d034076",NA,"Ca,Mg",NA,NA,NA,NA,"Inferred","AtCNGC2/DND1",NA,"AT5G15410","Glyma.08G241600, Glyma.18G263900","Medtr7g012260","LOC_Os03g55100","Potri.017G089800","Sobic.001G083800","Seita.9G085500","Sevir.9G083800","VIT_214s0108g01420","Zm00001d034076, Zm00001d013243"
"Z.mays_RefGen_V4","Zm00001d034485",NA,"Fe",NA,NA,NA,NA,"Inferred","AtRTH",NA,"AT3G51040","Glyma.11G072900, Glyma.01G170400","Medtr5g021170","LOC_Os03g58520","Potri.007G017900","Sobic.001G054200","Seita.9G052500","Sevir.9G051600","VIT_204s0023g02720","Zm00001d034485"
"Z.mays_RefGen_V4","Zm00001d034487",NA,"P",NA,NA,NA,NA,"Inferred","OsPHF1",NA,"AT3G52190","Glyma.20G190300, Glyma.10G200200","Medtr1g090873","LOC_Os07g09000, LOC_Os03g58570","Potri.010G232400, Potri.008G029200","Sobic.002G060900, Sobic.001G054000, Sobic.010G227900","Seita.2G065200, Seita.9G052300","Sevir.2G068500, Sevir.9G051400","VIT_213s0074g00010","Zm00001d019048, Zm00001d034487"
"Z.mays_RefGen_V4","Zm00001d034639",NA,"Ni",NA,NA,NA,NA,"Inferred","AtZAT11",NA,"AT2G28710, AT2G37430, AT3G53600","Glyma.20G099100, Glyma.10G290200, Glyma.02G094500, Glyma.18G287200, Glyma.13G333400, Glyma.15G040700, Glyma.12G065800, Glyma.11G142500, Glyma.03G173200, Glyma.19G174100, Glyma.10G045200, Glyma.13G132800, Glyma.03G173100, Glyma.19G174000, Glyma.19G174200, Glyma.03G173300, Glyma.13G133100, Glyma.10G045400","Medtr7g023560, Medtr2g096540, Medtr1g067660, Medtr7g100100, Medtr1g067650, Medtr1g067640","LOC_Os03g17150","Potri.010G209400, Potri.008G051200, Potri.009G027700, Potri.001G235800","Sobic.001G035300, Sobic.001G416200","Seita.9G034400, Seita.9G449600","Sevir.9G033500, Sevir.9G453500","VIT_213s0019g00480, VIT_206s0004g04180","Zm00001d034639, Zm00001d028667, Zm00001d047786"
"Z.mays_RefGen_V4","Zm00001d035447",NA,"Zn",NA,NA,NA,NA,"Inferred","AtMTP3",NA,"AT3G58810","","","LOC_Os05g03780","Potri.001G450900, Potri.011G150600","Sobic.009G029500","Seita.3G049900","Sevir.3G050000","VIT_202s0025g02900","Zm00001d035447, Zm00001d010954"
"Z.mays_RefGen_V4","Zm00001d036020",NA,"Zn",NA,NA,NA,NA,"Inferred","AtVPT1,PHT5;1",NA,"AT4G11810, AT4G22990, AT1G63010","Glyma.18G228700, Glyma.09G263400, Glyma.09G128500, Glyma.16G176100, Glyma.20G163400","Medtr7g076520, Medtr1g099580, Medtr6g053510","LOC_Os06g03860, LOC_Os04g48390, LOC_Os02g45520","Potri.014G078000, Potri.003G120600, Potri.001G111400","Sobic.010G019000, Sobic.006G185500, Sobic.004G282900","Seita.4G018900, Seita.2G279600, Seita.7G205800, Seita.1G271500","Sevir.4G018800, Sevir.2G289500, Sevir.7G217700, Sevir.1G276200","VIT_215s0048g01090, VIT_202s0025g04540","Zm00001d045491, Zm00001d036020, Zm00001d002614, Zm00001d017597"
"Z.mays_RefGen_V4","Zm00001d036400",NA,"Zn",NA,NA,NA,NA,"Inferred","AtbZIP23,AtbZIP19",NA,"AT4G35040, AT2G16770","Glyma.11G108100, Glyma.12G033000","Medtr4g073100","LOC_Os06g50310","Potri.004G175200, Potri.009G134900","Sobic.010G267500","Seita.9G059700, Seita.4G281600","Sevir.9G058800, Sevir.4G293800","VIT_203s0038g02420","Zm00001d036400, Zm00001d014795"
"Z.mays_RefGen_V4","Zm00001d036879",NA,"Na",NA,NA,NA,NA,"Inferred","AtSOS2",NA,"AT5G35410","Glyma.17G113700, Glyma.13G166100","Medtr4g114670","LOC_Os06g40370","Potri.006G068400, Potri.018G130500","Sobic.010G186300","Seita.4G221700","Sevir.4G231900","VIT_211s0016g05420","Zm00001d000407, Zm00001d036879"
"Z.mays_RefGen_V4","Zm00001d036965",NA,"Fe",NA,NA,NA,NA,"Inferred","AtIRT3",NA,"AT1G10970, AT1G60960, AT4G33020","Glyma.17G228600, Glyma.14G094900, Glyma.06G052000","Medtr1g016120, Medtr3g104400, Medtr4g006710","LOC_Os06g37010, LOC_Os05g10940","Potri.018G053300","Sobic.010G171300, Sobic.009G073100","Seita.4G237500, Seita.3G112800","Sevir.4G249800, Sevir.3G115200","VIT_204s0008g01260","Zm00001d036965, Zm00001d037756"
"Z.mays_RefGen_V4","Zm00001d036986",NA,"Cd",NA,NA,NA,NA,"Inferred","AtPEN3",NA,"AT1G15210, AT1G59870, AT3G16340","Glyma.08G201300, Glyma.07G015800, Glyma.13G355000","Medtr8g014360, Medtr2g101090","LOC_Os06g36090, LOC_Os01g52560","Potri.001G189500, Potri.003G049600","Sobic.010G165500, Sobic.003G281500","Seita.4G181500, Seita.5G302300","Sevir.4G150000, Sevir.5G304900","VIT_209s0002g03630, VIT_209s0002g03640","Zm00001d036986, Zm00001d046277, Zm00001d043598"
"Z.mays_RefGen_V4","Zm00001d037035",NA,"Pb",NA,NA,NA,NA,"Inferred","AtCNGC1",NA,"AT5G53130","Glyma.14G161600, Glyma.04G237400, Glyma.06G126600","Medtr1g028370, Medtr3g091080","LOC_Os06g33570, LOC_Os06g33600, LOC_Os02g15580","Potri.015G019100, Potri.012G002200","Sobic.010G153700, Sobic.004G113400, Sobic.004G113300","Seita.4G168400, Seita.1G014200","Sevir.4G136300, Sevir.1G014200","VIT_216s0050g02560","Zm00001d037035, Zm00001d053401"
"Z.mays_RefGen_V4","Zm00001d037097",NA,"S",NA,NA,NA,NA,"Inferred","AtAT3G14280",NA,"AT3G14280","Glyma.03G263400, Glyma.19G262400, Glyma.07G045700, Glyma.16G013600","Medtr7g117550, Medtr8g023100","LOC_Os02g54180, LOC_Os06g09350","Potri.003G072400, Potri.001G163100","Sobic.010G071500, Sobic.004G321500, Sobic.010G071400","Seita.1G179900, Seita.2G256600, Seita.1G342900, Seita.4G041800, Seita.4G042000","Sevir.2G267450, Sevir.8G253632, Sevir.1G349900, Sevir.4G039500, Sevir.4G039600","VIT_209s0002g00370","Zm00001d037097"
"Z.mays_RefGen_V4","Zm00001d037228",NA,"Se",NA,NA,NA,NA,"Inferred","OsLSI1",NA,"","Glyma.18G259500, Glyma.09G238200","Medtr7g010650","LOC_Os06g12310, LOC_Os02g51110","Potri.017G083300","Sobic.010G092600, Sobic.004G238100","Seita.4G098700, Seita.1G318800","Sevir.4G097800, Sevir.1G325000","VIT_214s0108g00700","Zm00001d044826, Zm00001d037228, Zm00001d052261, Zm00001d018037"
"Z.mays_RefGen_V4","Zm00001d037756",NA,"Fe",NA,NA,NA,NA,"Inferred","AtIRT3",NA,"AT1G10970, AT1G60960, AT4G33020","Glyma.17G228600, Glyma.14G094900, Glyma.06G052000","Medtr1g016120, Medtr3g104400, Medtr4g006710","LOC_Os06g37010, LOC_Os05g10940","Potri.018G053300","Sobic.010G171300, Sobic.009G073100","Seita.4G237500, Seita.3G112800","Sevir.4G249800, Sevir.3G115200","VIT_204s0008g01260","Zm00001d036965, Zm00001d037756"
"Z.mays_RefGen_V4","Zm00001d037970",NA,"Ca,K,Na,S",NA,NA,NA,NA,"Inferred","AtCCC",NA,"AT1G30450","Glyma.15G193400, Glyma.09G085300","Medtr2g048510","LOC_Os08g23440","Potri.001G357600, Potri.011G090900","Sobic.005G040700, Sobic.002G243300, Sobic.009G105900","Seita.5G025700, Seita.3G275800","Sevir.5G024400, Sevir.3G283200","VIT_210s0003g04530","Zm00001d052570, Zm00001d037970, Zm00001d010029"
"Z.mays_RefGen_V4","Zm00001d038275",NA,"Al",NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"Z.mays_RefGen_V4","Zm00001d038357",NA,"Fe",NA,NA,NA,NA,"Inferred","OsbHLH58",NA,"","","","LOC_Os05g38140","","Sobic.009G160000","Seita.3G220600","Sevir.3G225600","","Zm00001d038357"
"Z.mays_RefGen_V4","Zm00001d038437",NA,"Zn,Mn",NA,NA,NA,NA,"Inferred","AtZIP5,AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"Z.mays_RefGen_V4","Zm00001d038511",NA,"Fe",NA,NA,NA,NA,"Inferred","OsEUI",NA,"","","","LOC_Os05g40384","","Sobic.009G176400","Seita.3G201400, Seita.3G201500","Sevir.3G206300","","Zm00001d038511"
"Z.mays_RefGen_V4","Zm00001d038916",NA,"Fe,Zn,Mn",NA,NA,NA,NA,"Inferred","AtBTS,OsHRZ1",NA,"AT3G18290","Glyma.09G182600, Glyma.07G093700, Glyma.08G044700, Glyma.05G237500","Medtr6g083900, Medtr8g104410","LOC_Os01g49470","Potri.008G123300, Potri.010G122200, Potri.012G055100","Sobic.009G222200, Sobic.003G262200","Seita.3G156900, Seita.5G276900","Sevir.3G159900, Sevir.5G279700","VIT_201s0011g03820, VIT_217s0000g03440","Zm00001d010913, Zm00001d038916, Zm00001d011622, Zm00001d043805, Zm00001d041834"
"Z.mays_RefGen_V4","Zm00001d038972",NA,"P",NA,NA,NA,NA,"Inferred","AtPHO2,OsPHO2",NA,"AT2G33770","Glyma.18G170400, Glyma.15G074200, Glyma.13G239100, Glyma.13G179600, Glyma.07G196500, Glyma.06G090000","Medtr4g020620, Medtr2g013650, Medtr4g088835","LOC_Os05g48390","Potri.011G052600, Potri.004G043500","Sobic.009G228100","Seita.3G150400","Sevir.3G153100","VIT_200s0265g00070","Zm00001d038972"
"Z.mays_RefGen_V4","Zm00001d039788",NA,"Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,"Inferred","AtESB1",NA,"AT1G07730, AT2G28670, AT3G55230, AT2G39430","Glyma.11G144200, Glyma.11G144000, Glyma.12G067400, Glyma.11G144400, Glyma.08G258300, Glyma.18G282600","Medtr4g062520, Medtr4g062470, Medtr4g062460, Medtr1g115510, Medtr7g021300","LOC_Os01g06250, LOC_Os03g17220","Potri.008G049200, Potri.010G211800, Potri.008G049100, Potri.010G211900","Sobic.003G064800, Sobic.001G414800","Seita.5G110100, Seita.9G448600","Sevir.5G106900, Sevir.9G452600","VIT_200s0317g00070, VIT_206s0004g04035, VIT_200s0317g00080","Zm00001d039788, Zm00001d047775"
